transaction_id,transactional_date,product_id,customer_id,payment,credit_card,loyalty_card,cost,quantity,price
2307,10-11-21 12:30,P0458,4,visa,4041594095261030,T,9,3,10.39
2308,10-11-21 14:03,P0711,5,mastercard,5108755085112370,F,9.87,4,11.29
2309,10-11-21 16:58,P0432,9,visa,4041599548104,F,17.36,1,18.39
2310,10-11-21 17:26,P0649,8,visa,4041594440134980,F,18.36,5,20.19
2311,10-11-21 23:38,P0623,4,mastercard,5108752300430500,F,16.64,1,18.09
2312,11-11-21 0:08,P0607,5,visa,4041590781387100,F,3.38,4,4.59
2313,11-11-21 8:20,P0409,7,americanexpress,374283900665290,F,18.03,2,19.69
2314,11-11-21 8:49,P0206,2,americanexpress,374283249717265,F,0.58,4,1.49
2315,11-11-21 10:45,P0554,3,,3585112380494550,F,1.62,1,1.79
2316,11-11-21 11:45,P0384,7,visa,4041599063724,F,4.83,1,5.19
2317,11-11-21 11:52,P0177,1,mastercard,5048376896412870,F,7.63,1,8.29
2318,11-11-21 12:35,P0341,6,mastercard,5108753237077130,F,10.79,2,11.59
2319,11-11-21 13:45,P0687,6,americanexpress,374288520981803,F,16.69,1,18.09
2320,11-11-21 14:28,P0127,2,visa,4041590335671320,F,13.91,1,14.89
2321,11-11-21 14:50,P0456,7,mastercard,5108757396503250,F,18.35,1,20.19
2322,11-11-21 15:37,P0539,7,visa,4041592535957850,F,8.13,1,8.89
2323,11-11-21 15:54,P0387,8,americanexpress,374288087234802,F,4.99,3,5.59
2324,11-11-21 15:58,P0061,3,visa,4041599081965,F,16.74,2,18.09
2325,11-11-21 18:28,P0356,7,americanexpress,374283767826282,F,2.39,1,3.29
2326,11-11-21 19:36,P0203,9,mastercard,5048377495236620,T,4.78,3,5.09
2327,11-11-21 23:38,P0174,6,visa,4041592886150900,F,2.25,4,2.99
2328,12-11-21 6:30,P0353,3,visa,4041593889510040,F,15.1,3,16.69
2329,12-11-21 11:48,P0432,6,mastercard,5048375532366930,F,17.36,3,18.39
2330,12-11-21 13:45,P0332,4,visa,4041598843472780,F,16.62,1,18.09
2331,12-11-21 16:36,P0103,8,americanexpress,374288362069303,F,10.61,1,11.59
2332,12-11-21 17:02,P0715,6,mastercard,5048373478436090,F,7.6,1,8.29
2333,13-11-21 1:17,P0174,4,americanexpress,374288322972687,F,2.25,4,2.99
2334,13-11-21 2:55,P0069,5,mastercard,5108754892928830,F,5.23,1,5.99
2335,13-11-21 4:49,P0633,8,americanexpress,374283008751620,T,10.04,1,11.39
2336,13-11-21 6:28,P0468,4,,3539304689510950,T,13.48,1,14.79
2337,13-11-21 7:09,P0388,5,americanexpress,374283707333209,F,17.9,1,19.39
2338,13-11-21 7:32,P0671,8,visa,4041595495555540,F,19.14,1,21.09
2339,13-11-21 14:30,P0292,7,visa,4041595087917,F,10.49,1,11.49
2340,13-11-21 15:41,P0329,4,visa,4041597683209710,F,3.45,2,4.59
2341,13-11-21 16:19,P0699,6,mastercard,5048377684620350,F,1.92,1,2.39
2342,13-11-21 19:07,P0429,5,americanexpress,374283155961576,F,0.78,3,1.59
2343,13-11-21 19:39,P0623,6,mastercard,5048375282880380,F,16.64,3,18.09
2344,14-11-21 0:03,P0154,7,mastercard,5108754827248370,F,6.06,1,7.39
2345,14-11-21 0:46,P0640,5,mastercard,5048378262352670,F,9.92,3,11.29
2346,14-11-21 6:48,P0365,6,mastercard,5108754857001700,F,14.34,2,15.29
2347,14-11-21 7:40,P0617,10,visa,4041591961592720,F,0.35,2,1.39
2348,14-11-21 8:44,P0638,2,mastercard,5048379459432770,F,16.92,4,18.19
2349,14-11-21 13:28,P0104,5,mastercard,5108755952889230,F,14.48,1,15.59
2350,14-11-21 13:32,P0396,9,visa,4041594432263630,F,4.18,1,4.89
2351,14-11-21 16:10,P0137,5,visa,4041597320100,F,1.91,1,2.39
2352,14-11-21 16:54,P0386,7,americanexpress,374288427017222,F,19.79,3,21.39
2353,14-11-21 18:18,P0632,3,americanexpress,374288481702859,T,7.68,1,8.29
2354,14-11-21 20:01,P0579,6,,5010120676692600,F,19.5,1,21.29
2355,15-11-21 1:28,P0257,7,,3536441868526520,F,14.78,1,16.19
2356,15-11-21 2:43,P0036,3,visa,4041590398097310,F,3.59,5,4.69
2357,15-11-21 3:26,P0540,10,visa,4041591898750130,T,18.72,1,20.69
2358,15-11-21 5:04,P0543,3,visa,4041597601588280,F,17.45,1,18.49
2359,15-11-21 5:08,P0012,7,mastercard,5048374474555480,F,11.93,2,13.39
2360,15-11-21 5:29,P0622,6,americanexpress,374288186621131,F,13.87,1,14.89
2361,15-11-21 5:34,P0569,5,visa,4041597658715,F,6.84,1,8.09
2362,15-11-21 5:54,P0136,11,mastercard,5108757709932450,F,3.23,2,4.39
2363,15-11-21 6:55,P0730,7,mastercard,5108754452604080,F,3.4,4,4.59
2364,15-11-21 10:26,P0620,4,visa,4041591606645,F,18.49,1,20.39
2365,15-11-21 11:17,P0184,7,mastercard,5108752659702900,F,1.21,2,1.69
2366,15-11-21 12:10,P0560,7,visa,4041596922606260,F,1.4,1,1.69
2367,15-11-21 13:42,P0285,5,mastercard,5048375171273890,F,2.73,4,3.79
2368,15-11-21 16:17,P0376,7,americanexpress,374283902181635,F,10.3,4,11.49
2369,15-11-21 16:35,P0407,9,americanexpress,374283241859511,F,12.35,2,13.99
2370,15-11-21 20:19,P0606,8,americanexpress,374288420572272,F,14.31,1,15.19
2371,15-11-21 21:20,P0514,3,,3549150831012600,F,18.98,2,20.99
2372,15-11-21 23:12,P0626,9,visa,4041591686952620,F,7.33,2,8.19
2373,16-11-21 1:46,P0467,7,visa,4041592710230470,F,4.66,3,4.99
2454,23-11-21 1:28,P0353,8,mastercard,5048378992114460,F,15.1,2,16.69
2374,16-11-21 1:51,P0311,7,americanexpress,374288831436943,F,9.99,1,11.39
2375,16-11-21 2:54,P0373,7,mastercard,5108757799847550,F,12.85,1,14.49
2376,16-11-21 4:19,P0092,6,mastercard,5048372973841730,F,3.11,1,4.29
2377,16-11-21 10:10,P0222,7,mastercard,5048371478976280,F,16.56,1,18.09
2378,16-11-21 12:33,P0383,5,visa,4041592262669660,F,12.53,1,14.19
2379,16-11-21 15:02,P0329,9,visa,4041599125176,F,3.45,1,4.59
2380,16-11-21 15:20,P0465,5,,676219990148522000,F,9.61,2,11.09
2381,16-11-21 16:24,P0284,6,visa,4041598421987150,F,1.03,1,1.59
2382,16-11-21 17:12,P0621,7,visa,4041595695925,T,17.47,4,18.59
2383,16-11-21 18:45,P0643,7,mastercard,5048373414541980,F,17.61,3,18.89
2384,16-11-21 19:40,P0209,5,mastercard,5048377982146230,F,6.02,1,7.29
2385,16-11-21 22:08,P0416,5,visa,4041594241940000,F,9.88,4,11.29
2386,17-11-21 1:53,P0366,3,mastercard,5048372683717380,T,13.27,4,14.69
2387,17-11-21 2:18,P0181,4,americanexpress,374283706316056,T,1.62,2,1.79
2388,17-11-21 2:25,P0478,6,americanexpress,374283788018448,T,18.67,5,20.59
2389,17-11-21 7:11,P0391,8,visa,4041596310797,F,1.6,2,1.79
2390,17-11-21 12:09,P0570,6,visa,4041594375800,F,2.32,1,3.19
2391,17-11-21 12:47,P0638,5,visa,4041594394336710,F,16.92,3,18.19
2392,17-11-21 13:51,P0340,5,mastercard,5048378672402880,F,19.56,2,21.29
2393,17-11-21 14:21,P0430,6,americanexpress,374283722646056,F,17.67,1,18.99
2394,17-11-21 19:10,P0361,6,mastercard,5048375589912570,T,8.85,1,10.19
2395,18-11-21 4:39,P0606,4,mastercard,5108753298766920,F,14.31,1,15.19
2396,18-11-21 5:19,P0295,5,americanexpress,374283658103353,T,1.43,2,1.69
2397,18-11-21 7:40,P0455,3,mastercard,5048372618632140,F,1.63,2,1.79
2398,18-11-21 12:53,P0266,12,americanexpress,374283741972103,F,7.49,3,8.29
2399,18-11-21 14:12,P0286,6,mastercard,5048377584434590,F,10.87,2,11.59
2400,18-11-21 15:40,P0466,8,mastercard,5108755211800580,F,14.01,3,14.89
2401,18-11-21 15:58,P0521,5,visa,4041592767901070,F,16.37,1,17.99
2402,18-11-21 16:10,P0310,6,americanexpress,374283774042683,F,14.48,4,15.59
2403,18-11-21 16:26,P0138,6,mastercard,5048370106183540,F,10.34,2,11.49
2404,18-11-21 21:00,P0596,5,americanexpress,374283597135656,T,12.28,6,13.89
2405,18-11-21 21:55,P0544,7,mastercard,5108754537132090,T,19.72,1,21.39
2406,18-11-21 22:06,P0469,5,americanexpress,374283800161895,F,0.92,3,1.59
2407,18-11-21 23:53,P0300,7,visa,4041597755809160,F,7.58,1,8.29
2408,19-11-21 2:07,P0549,6,visa,4041593923632550,F,16.85,1,18.19
2409,19-11-21 2:23,P0517,10,mastercard,5048371844083540,F,5.11,3,5.79
2410,19-11-21 2:35,P0633,8,mastercard,5108750935225870,F,10.04,2,11.39
2411,19-11-21 2:38,P0327,5,visa,4041593981495770,F,7.13,2,8.19
2412,19-11-21 3:45,P0468,7,mastercard,5108751801971140,F,13.48,1,14.79
2413,19-11-21 4:49,P0022,8,visa,4041593126395290,F,1.16,1,1.69
2414,19-11-21 5:21,P0414,2,mastercard,5108751032279230,T,10.22,2,11.49
2415,19-11-21 5:34,P0607,1,visa,4041592747537940,F,3.38,2,4.59
2416,19-11-21 7:11,P0498,4,visa,4041598731231770,F,11.6,3,12.79
2417,19-11-21 12:14,P0221,5,americanexpress,374288374310455,T,0.59,5,1.49
2418,19-11-21 13:42,P0697,9,visa,4041594568983190,F,19.48,2,21.29
2419,19-11-21 21:09,P0114,6,mastercard,5108758859227400,T,7.39,1,8.29
2420,19-11-21 21:12,P0425,8,visa,4041594212087100,F,10.49,2,11.49
2421,19-11-21 23:44,P0395,5,visa,4041591028097680,F,2.55,5,3.59
2422,20-11-21 2:00,P0051,3,visa,4041594537000820,F,16.95,2,18.19
2423,20-11-21 3:38,P0088,6,mastercard,5048374567718940,F,15.63,1,17.49
2424,20-11-21 4:00,P0368,6,americanexpress,374283936019454,F,9.52,1,10.99
2425,20-11-21 4:01,P0574,6,mastercard,5108752087822590,F,9.21,2,10.69
2426,20-11-21 5:15,P0508,5,visa,4041590836532,F,7.67,1,8.29
2427,20-11-21 7:21,P0688,6,visa,4041598938140,F,0.81,1,1.59
2428,20-11-21 10:13,P0335,5,visa,4041590929170,F,17.17,4,18.19
2429,20-11-21 11:38,P0671,8,mastercard,5108752954879720,F,19.14,1,21.09
2430,20-11-21 12:40,P0340,5,americanexpress,374288077063807,T,19.56,4,21.29
2431,20-11-21 14:21,P0324,9,mastercard,5108755701586490,F,4.58,1,4.99
2432,20-11-21 17:34,P0463,7,mastercard,5048374726894380,F,12.96,2,14.59
2433,21-11-21 5:56,P0518,8,mastercard,5048372873048390,F,16.41,1,17.99
2434,21-11-21 8:20,P0467,7,visa,4041599529010710,F,4.66,2,4.99
2435,21-11-21 8:57,P0468,5,americanexpress,374288984230911,F,13.48,1,14.79
2436,21-11-21 10:18,P0491,7,mastercard,5108758495542640,F,18,2,19.59
2437,21-11-21 10:50,P0012,3,mastercard,5048379938823520,F,11.93,1,13.39
2438,21-11-21 13:42,P0364,5,visa,4041591891866,T,15.78,3,17.59
2439,21-11-21 14:43,P0568,6,mastercard,5108752075141260,F,13.26,2,14.69
2440,21-11-21 16:21,P0196,4,visa,4041596473538,F,13.84,3,14.89
2441,21-11-21 16:49,P0123,7,visa,4041590968837580,F,7.7,1,8.29
2442,21-11-21 17:21,P0242,4,visa,4041593096083200,F,1.6,1,1.79
2443,21-11-21 21:50,P0468,4,visa,4041596242333180,T,13.48,2,14.79
2444,21-11-21 22:23,P0138,6,mastercard,5108757761848460,F,10.34,1,11.49
2445,22-11-21 2:49,P0731,8,visa,4041594613499,F,13.22,5,14.69
2446,22-11-21 4:36,P0670,2,americanexpress,374283135431633,F,17.15,3,18.19
2447,22-11-21 12:29,P0536,5,americanexpress,374288249701078,F,16.97,2,18.19
2448,22-11-21 13:59,P0552,6,americanexpress,374288460245292,F,11.36,2,12.29
2449,22-11-21 15:29,P0015,4,visa,4041594372842200,F,2.25,1,2.99
2450,22-11-21 16:12,P0729,5,visa,4041592741482,F,9.34,1,10.89
2451,22-11-21 20:49,P0577,9,americanexpress,374288071768617,F,7.24,1,8.19
2452,22-11-21 20:50,P0676,7,mastercard,5048372956591260,F,4.72,1,4.99
2453,22-11-21 21:25,P0312,4,visa,4041591171309440,F,17.43,2,18.49
2455,23-11-21 1:37,P0660,7,mastercard,5108754587866320,F,5.83,5,7.09
2456,23-11-21 2:42,P0285,5,americanexpress,374288963961619,F,2.73,2,3.79
2457,23-11-21 3:19,P0687,3,mastercard,5108752805976660,F,16.69,2,18.09
2458,23-11-21 5:42,P0457,5,visa,4041594821518870,F,2.02,2,2.59
2459,23-11-21 6:49,P0459,6,,3576054788146860,T,8.82,2,10.09
2460,23-11-21 8:11,P0194,6,mastercard,5048376549253480,F,10.82,1,11.59
2461,23-11-21 12:19,P0193,6,visa,4041592578518420,F,18.76,2,20.69
2462,23-11-21 14:04,P0336,10,mastercard,5048370755845130,F,8.17,6,8.89
2463,23-11-21 18:30,P0259,4,americanexpress,374283313064164,F,5.21,4,5.99
2464,23-11-21 22:07,P0164,5,,3567816865057810,T,18.98,3,20.99
2465,23-11-21 23:51,P0357,9,visa,4041596144477,T,3.34,1,4.49
2466,24-11-21 0:08,P0021,5,visa,4041595678574,F,14.13,2,14.89
2467,24-11-21 0:59,P0162,7,,3531686235974580,F,18.21,1,19.99
2468,24-11-21 1:24,P0171,6,mastercard,5048379645526210,T,5.57,4,6.69
2469,24-11-21 6:27,P0301,8,visa,4041597346410330,F,15.18,1,16.79
2470,24-11-21 7:05,P0180,8,mastercard,5108757156937490,F,19.25,1,21.19
2471,24-11-21 8:03,P0278,4,mastercard,5048378592878730,T,13.24,1,14.69
2472,24-11-21 8:25,P0131,7,visa,4041594450017,F,11.71,1,12.99
2473,24-11-21 11:14,P0660,7,americanexpress,374288497928258,F,5.83,1,7.09
2474,24-11-21 13:43,P0102,4,americanexpress,374288128459152,F,16.26,2,17.99
2475,24-11-21 17:11,P0008,5,visa,4041592514842970,F,13.59,5,14.79
2476,24-11-21 17:21,P0272,6,americanexpress,374283179623681,F,5.35,1,6.29
2477,24-11-21 17:38,P0299,4,visa,4041591872829600,F,13.5,1,14.79
2478,24-11-21 21:15,P0051,6,mastercard,5108753011348030,F,16.95,1,18.19
2479,25-11-21 3:00,P0073,7,visa,4041591815777800,F,15.31,5,16.99
2480,25-11-21 3:16,P0580,6,mastercard,5048370124859280,F,3.39,3,4.59
2481,25-11-21 4:28,P0020,5,americanexpress,374288770404605,F,19.41,1,21.29
2482,25-11-21 5:03,P0549,5,visa,4041597863208,F,16.85,1,18.19
2483,25-11-21 8:00,P0498,8,visa,4041591413000,F,11.6,2,12.79
2484,25-11-21 8:18,P0177,3,mastercard,5048379767929730,F,7.63,1,8.29
2485,25-11-21 9:55,P0305,4,americanexpress,374283010109247,F,8.74,1,9.99
2486,25-11-21 12:49,P0545,2,americanexpress,374288467841788,F,6.62,2,7.89
2487,25-11-21 14:24,P0294,3,visa,4041593612609,T,12.38,5,13.99
2488,25-11-21 15:06,P0223,6,americanexpress,374283961346764,F,6.71,2,7.99
2489,25-11-21 17:24,P0174,8,visa,4041594659302,F,2.25,1,2.99
2490,25-11-21 17:50,P0289,6,visa,4041595597014,F,12.12,5,13.69
2491,25-11-21 22:06,P0342,8,visa,4041597263188000,F,18.73,2,20.69
2492,26-11-21 0:34,P0185,8,visa,4041590038589370,F,12.05,1,13.59
2493,26-11-21 5:18,P0274,7,visa,4041592325079230,F,11.65,4,12.89
2494,26-11-21 7:39,P0456,6,mastercard,5048378929127160,F,18.35,1,20.19
2495,26-11-21 9:49,P0278,7,visa,4041592294284,F,13.24,1,14.69
2496,26-11-21 11:54,P0467,6,mastercard,5048371707231270,F,4.66,1,4.99
2497,26-11-21 12:19,P0182,9,visa,4041598074417,F,9.85,2,11.29
2498,26-11-21 18:16,P0487,9,mastercard,5108758626502610,F,11.44,3,12.49
2499,26-11-21 19:59,P0318,4,visa,4041591117532800,T,6.76,1,7.99
2500,26-11-21 23:00,P0400,4,americanexpress,374283810265306,F,6.39,1,7.69
2501,27-11-21 3:29,P0446,5,visa,4041591264202440,F,16.57,3,18.09
2502,27-11-21 4:37,P0115,1,americanexpress,374288148170003,F,5.84,5,7.09
2503,27-11-21 5:47,P0506,8,americanexpress,374283068028471,F,10.54,2,11.59
2504,27-11-21 8:00,P0425,9,americanexpress,374283556877702,F,10.49,2,11.49
2505,27-11-21 9:49,P0319,10,visa,4041598407829090,T,3.51,2,4.69
2506,27-11-21 12:17,P0094,7,visa,4041599810315680,F,13.35,5,14.79
2507,27-11-21 14:36,P0384,7,visa,4041595657650070,T,4.83,4,5.19
2508,27-11-21 16:43,P0492,4,mastercard,5108751009621630,F,16.12,2,17.89
2509,27-11-21 19:33,P0527,4,americanexpress,374283372647990,F,16.63,1,18.09
2510,27-11-21 21:02,P0664,7,americanexpress,374288618004633,F,3.42,4,4.59
2511,27-11-21 22:29,P0252,11,americanexpress,374288372455138,F,3.86,4,4.89
2512,28-11-21 0:40,P0343,4,visa,4041590352563,F,3.66,2,4.79
2513,28-11-21 0:49,P0433,7,mastercard,5048379389070300,T,9.33,1,10.79
2514,28-11-21 5:06,P0486,4,americanexpress,374288162145519,F,6.52,2,7.89
2515,28-11-21 6:18,P0110,8,mastercard,5048376130894470,F,14.28,3,15.19
2516,28-11-21 9:39,P0456,6,visa,4041597825124,F,18.35,1,20.19
2517,28-11-21 14:42,P0322,6,americanexpress,374288838817137,T,13.65,1,14.89
2518,28-11-21 23:07,P0632,9,mastercard,5108750164492310,F,7.68,2,8.29
2519,29-11-21 1:38,P0152,7,mastercard,5048370068047380,T,16.33,2,17.99
2520,29-11-21 3:14,P0252,5,americanexpress,374283581507811,F,3.86,1,4.89
2521,29-11-21 4:15,P0413,5,mastercard,5048375741679200,F,7.35,2,8.19
2522,29-11-21 4:44,P0614,6,mastercard,5048378589470590,T,13.52,3,14.79
2523,29-11-21 5:05,P0385,7,,4913187291568820,F,13.22,2,14.69
2524,29-11-21 6:08,P0533,4,mastercard,5108751461583150,F,1.5,2,1.69
2525,29-11-21 8:22,P0399,5,mastercard,5048372155917550,F,9.83,4,11.29
2526,29-11-21 8:50,P0489,6,americanexpress,374283229895016,F,8.46,2,9.49
2527,29-11-21 13:13,P0053,4,americanexpress,374288309335445,F,0.33,1,1.29
2528,29-11-21 16:01,P0556,9,mastercard,5048378378429840,T,5.5,1,6.49
2529,29-11-21 20:05,P0681,1,americanexpress,374283755412848,F,5.26,2,6.09
2530,30-11-21 8:13,P0182,4,mastercard,5048377130751670,F,9.85,1,11.29
2531,30-11-21 9:02,P0255,6,americanexpress,374288991950311,F,18.85,3,20.79
2532,30-11-21 10:30,P0460,7,visa,4041593752090,F,4.37,2,4.99
2533,30-11-21 12:13,P0352,7,visa,4041593388583870,F,2.04,2,2.59
2534,30-11-21 13:00,P0444,9,visa,4041596585066920,F,13.93,1,14.89
2535,30-11-21 13:49,P0329,6,mastercard,5108756086594110,F,3.45,1,4.59
2536,30-11-21 14:00,P0274,9,visa,4041592525963530,F,11.65,3,12.89
2537,30-11-21 16:54,P0487,5,americanexpress,374283611318288,F,11.44,3,12.49
2538,01-12-21 2:47,P0155,6,americanexpress,374288780451281,F,7.92,2,8.39
2539,01-12-21 7:17,P0477,5,visa,4041596466755,F,2.19,3,2.89
2540,01-12-21 8:31,P0568,3,visa,4041592699580220,F,13.26,4,14.69
2541,01-12-21 8:52,P0177,5,americanexpress,374283326853942,F,7.63,3,8.29
2542,01-12-21 15:45,P0484,10,mastercard,5108755784602340,F,10.9,3,11.59
2543,01-12-21 16:37,P0372,7,visa,4041594211120,F,5.75,1,6.89
2544,01-12-21 19:39,P0256,7,mastercard,5108757070676900,F,2.08,1,2.69
2545,01-12-21 19:53,P0499,6,americanexpress,374283409151917,F,16.3,4,17.99
2546,01-12-21 22:33,P0561,6,mastercard,5108753019743580,F,18.52,2,20.39
2547,01-12-21 22:57,P0422,4,americanexpress,374288217683092,F,4.3,2,4.99
2548,02-12-21 1:57,P0747,5,visa,4041593826973630,F,14.79,1,16.19
2549,02-12-21 2:02,P0592,7,mastercard,5108753163606400,F,7.44,3,8.29
2550,02-12-21 3:47,P0439,5,americanexpress,374288796462025,T,18.12,2,19.79
2551,02-12-21 4:08,P0309,10,americanexpress,374283817743388,F,18.17,2,19.89
2552,02-12-21 4:39,P0387,7,,3556773439248480,F,4.99,1,5.59
2553,02-12-21 5:49,P0441,5,mastercard,5108757015065130,T,1.98,3,2.49
2554,02-12-21 8:45,P0509,7,americanexpress,374288521868579,F,11.66,3,12.89
2555,02-12-21 10:46,P0331,2,visa,4041597363761,F,15.79,2,17.59
2556,02-12-21 12:39,P0486,9,visa,4041591259288,F,6.52,1,7.89
2557,02-12-21 12:58,P0279,8,americanexpress,374288055681299,F,1.49,4,1.69
2558,02-12-21 13:39,P0270,9,americanexpress,374288555412948,F,6.97,1,8.09
2559,02-12-21 16:47,P0658,9,mastercard,5048376967677760,F,2.92,3,4.09
2560,02-12-21 19:10,P0176,5,visa,4041597656492030,F,14.46,3,15.59
2561,02-12-21 19:26,P0658,7,mastercard,5108752575422290,F,2.92,2,4.09
2562,03-12-21 1:43,P0399,7,mastercard,5048377613939700,T,9.83,2,11.29
2563,03-12-21 3:52,P0412,7,americanexpress,374288869713932,F,16.11,2,17.89
2564,03-12-21 4:43,P0429,7,mastercard,5048378390689970,F,0.78,1,1.59
2565,03-12-21 7:26,P0180,4,americanexpress,374288374316528,F,19.25,3,21.19
2566,03-12-21 8:11,P0710,7,americanexpress,374288627720930,F,4.36,2,4.99
2567,03-12-21 10:51,P0209,8,visa,4041591514435,T,6.02,1,7.29
2568,03-12-21 11:34,P0104,3,americanexpress,374288690988281,F,14.48,1,15.59
2569,03-12-21 12:06,P0297,3,visa,4041599343175,F,17.82,4,19.29
2570,03-12-21 12:35,P0263,6,americanexpress,374283399837152,F,2.27,2,3.09
2571,03-12-21 13:53,P0280,7,mastercard,5048377629554680,F,6.26,3,7.59
2572,03-12-21 14:31,P0173,4,mastercard,5108751999682580,F,0.93,1,1.59
2573,03-12-21 16:02,P0309,5,visa,4041590110367,F,18.17,1,19.89
2574,03-12-21 17:38,P0510,7,mastercard,5048379767520350,F,9.35,1,10.89
2575,03-12-21 18:10,P0217,8,americanexpress,374288579892521,T,14.96,3,16.49
2576,03-12-21 23:27,P0556,6,mastercard,5048377525018020,F,5.5,4,6.49
2577,04-12-21 1:25,P0373,9,americanexpress,374288697303567,F,12.85,2,14.49
2578,04-12-21 2:09,P0285,4,americanexpress,374283098605496,F,2.73,3,3.79
2579,04-12-21 4:05,P0208,6,visa,4041595854084,F,4,3,4.89
2580,04-12-21 5:23,P0387,6,americanexpress,374283881917934,F,4.99,1,5.59
2581,04-12-21 6:05,P0172,5,mastercard,5048371235976400,F,19.67,2,21.39
2582,04-12-21 6:23,P0195,6,americanexpress,374283789062999,F,17.91,1,19.39
2583,04-12-21 9:45,P0269,7,americanexpress,374288106499030,T,13.6,2,14.79
2584,04-12-21 13:35,P0218,12,americanexpress,374283810378752,F,8.4,1,9.39
2585,04-12-21 16:21,P0383,5,visa,4041594733560,F,12.53,1,14.19
2586,04-12-21 16:40,P0549,6,mastercard,5108757318084600,F,16.85,1,18.19
2587,04-12-21 19:43,P0324,6,,67594359907303900,F,4.58,2,4.99
2588,04-12-21 20:57,P0283,7,mastercard,5108750268775680,F,1.68,2,1.89
2589,05-12-21 0:47,P0228,6,americanexpress,374288956798549,F,0.09,1,1.09
2590,05-12-21 2:05,P0427,2,americanexpress,374288333124658,F,12.94,5,14.59
2591,05-12-21 2:53,P0326,8,mastercard,5048376917161160,F,12.66,1,14.29
2592,05-12-21 4:21,P0323,7,mastercard,5108751846537000,F,0.34,2,1.29
2593,05-12-21 4:40,P0064,9,mastercard,5108752892848770,F,0.98,3,1.59
2594,05-12-21 6:56,P0372,5,visa,4041590424401670,F,5.75,2,6.89
2595,05-12-21 7:43,P0271,8,visa,4041590716633190,F,15.16,1,16.79
2596,05-12-21 10:40,P0658,5,americanexpress,374283582994513,T,2.92,2,4.09
2597,05-12-21 11:01,P0744,3,americanexpress,374283101710549,F,7.42,1,8.29
2598,05-12-21 14:53,P0439,8,americanexpress,374288140257634,T,18.12,3,19.79
2599,05-12-21 21:54,P0166,4,visa,4041591332648,F,10.88,5,11.59
2600,06-12-21 0:05,P0616,10,mastercard,5108755709781330,F,11.41,4,12.39
2601,06-12-21 4:21,P0637,5,americanexpress,374283234559631,T,15.32,3,17.09
2602,06-12-21 4:36,P0241,6,mastercard,5048376389050530,T,2.03,1,2.59
2603,06-12-21 5:52,P0570,6,visa,4041594331043,F,2.32,3,3.19
2604,06-12-21 9:15,P0109,11,americanexpress,374283244448981,F,2.82,2,3.99
2605,06-12-21 9:45,P0480,6,visa,4041595754839,F,12.02,4,13.49
2606,06-12-21 11:10,P0267,5,,6759565860429000000,F,13.36,3,14.79
2607,06-12-21 11:35,P0023,7,mastercard,5048376188511950,F,17.79,2,19.19
2608,06-12-21 11:49,P0251,9,mastercard,5048372601116030,F,2.11,1,2.79
2609,06-12-21 12:48,P0642,8,visa,4041590027436270,F,5.45,1,6.39
2610,06-12-21 14:24,P0117,4,mastercard,5048371198482660,T,8.82,1,10.09
2611,06-12-21 16:11,P0361,6,visa,4041591260872,F,8.85,2,10.19
2612,06-12-21 17:53,P0032,5,mastercard,5048378101351930,T,5.52,1,6.59
2613,06-12-21 18:03,P0097,6,americanexpress,374288111991229,F,9.91,1,11.29
2614,06-12-21 18:12,P0125,3,mastercard,5108756495653910,F,0.81,3,1.59
2615,06-12-21 18:50,P0574,5,mastercard,5048375955818270,F,9.21,1,10.69
2616,06-12-21 22:29,P0376,4,mastercard,5108755308760770,F,10.3,1,11.49
2617,06-12-21 23:54,P0256,6,visa,4041593001936,F,2.08,1,2.69
2618,07-12-21 0:27,P0177,5,americanexpress,374283602236796,F,7.63,5,8.29
2619,07-12-21 0:46,P0164,2,americanexpress,374288691473879,F,18.98,2,20.99
2620,07-12-21 0:58,P0452,6,mastercard,5048375620456240,F,8.33,4,9.29
2621,07-12-21 3:31,P0333,5,americanexpress,374288242694833,F,16.61,2,18.09
2622,07-12-21 3:59,P0250,7,visa,4041592930284900,F,16.08,2,17.89
2623,07-12-21 4:39,P0375,5,visa,4041592856421,F,15.75,2,17.59
2624,07-12-21 6:26,P0600,3,,201445266618606,F,7.38,2,8.29
2625,07-12-21 7:54,P0115,10,visa,4041591813439520,F,5.84,5,7.09
2626,07-12-21 9:09,P0135,6,,4844218839728280,F,2.03,2,2.59
2627,07-12-21 9:16,P0297,10,americanexpress,374283691334742,F,17.82,1,19.29
2628,07-12-21 9:55,P0453,8,visa,4041593374858200,F,12.82,1,14.49
2629,07-12-21 10:15,P0439,5,mastercard,5108753141464720,F,18.12,2,19.79
2630,07-12-21 10:22,P0318,9,mastercard,5048373396177920,F,6.76,1,7.99
2631,07-12-21 11:57,P0369,5,americanexpress,374283378112262,F,8.08,1,8.79
2632,07-12-21 12:14,P0704,7,mastercard,5108758483318070,F,13.67,1,14.89
2633,07-12-21 15:33,P0673,7,visa,4041597316292850,F,1.5,1,1.69
2634,07-12-21 17:23,P0656,5,mastercard,5108757503054820,F,12.94,5,14.59
2635,07-12-21 23:08,P0331,8,visa,4041597609238470,F,15.79,2,17.59
2636,08-12-21 0:04,P0154,8,americanexpress,374288857978968,F,6.06,2,7.39
2637,08-12-21 1:59,P0422,6,americanexpress,374288006269988,F,4.3,3,4.99
2638,08-12-21 4:25,P0395,5,visa,4041597517544710,F,2.55,1,3.59
